Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Drug possession charge follows probation arrest: [3 Edition],"When Deputy Tim Cote arrived, he found [Bruce Smith] lying on the floor next to a local woman he was not permitted to see, according to his probation. Cote also smelled liquor in the room. He asked Smith if the conditions of his probation were clear. Smith said yes, that he had not been drinking because he knew it to be a violation.",414041966,Newspapers,,, (Copyright 2001 Bangor Daily News), NEWSPAPER," Feb 17, 2001",0892-8738, English, English, 2," Bangor, Me.","Feb 17, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/drug-possession-charge-follows-probation-arrest/docview/414041966/se-2?accountid=8505,,,, 2,," Smith, Bruce , Cote, Tim",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Drug+possession+charge+follows+probation+arrest%3A+%5B3+Edition%5D&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2001-02-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
"Behind bars, again Activists who vandalized BIW destroyer head back to prison: [FINAL Edition]","Berrigan's and [Susan Crane]'s sentences in the BIW incident included supervised release, with conditions requiring them to pay restitution and refrain from similar acts in the future. Berrigan also represented himself. He spoke more briefly than Crane, admitting to his actions but saying he does ""not recognize the right of the U.S. government to protect those horrid airplanes with the law."" Staff photo by John Ewing Activist [Philip Berrigan] talks to the media Friday outside U.S. District Court in Portland. He and Susan Crane were sentenced to 12 months in federal prison for violating conditions of their probation. Staff photo by John Ewing Protesters try to make their point Friday outside U.S. District Court in Portland, where Philip Berrigan and Susan Crane were attending a parole violation hearing. The two had been freed two weeks ago after serving more than a year in jail for a vandalism protest at Bath Iron Works in 1997.",277014555,Newspapers,DAVID CONNERTY-MARIN Staff Writer," BIW , Bath Iron Works"," Copyright Portland Newspapers Feb 3, 2001", NEWSPAPER," Feb 3, 2001",2689-5900, English, English, 1A," Portland, Me.","Feb 3, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/behind-bars-again-activists-who-vandalized-biw/docview/277014555/se-2?accountid=8505,,,, 1.A,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Behind+bars%2C+again+Activists+who+vandalized+BIW+destroyer+head+back+to+prison%3A+%5BFINAL+Edition%5D&amp;rft.au=DAVID+CONNERTY-MARIN+Staff+Writer&amp;rft.aulast=DAVID+CONNERTY-MARIN+Staff+Writer&amp;rft.aufirst=&amp;rft.date=2001-02-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1.A&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
St. David dealer sentenced Probation violation nets 18 months in jail: [1 Edition],"Jesse Green, 19, Caribou, assault, 120 days in jail; burglary, two years in jail, all but 120 days suspended, two years probation, $400 fine. Daniel Easler, 25, Mapleton, two counts of operating after revocation, six months in jail; three counts of criminal operating a motor vehicle while under the influence of intoxicants, six months in jail, $1,000 fine and four-year license suspension; operating after habitual offender, 60 days; violating a condition of release, 30 days. Brent Rafford, 28, Madawaska, revocation of probation, 12 months in jail; theft, 12 months; theft of services, 12 months; and two counts of attempted theft by deception, four months.",414035997,Newspapers,"Sund, Debra;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Jan 31, 2001",0892-8738, English, English, 2," Bangor, Me.","Jan 31, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/st-david-dealer-sentenced-probation-violation/docview/414035997/se-2?accountid=8505,,,, 2,," Pelletier, Michael",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=St.+David+dealer+sentenced+Probation+violation+nets+18+months+in+jail%3A+%5B1+Edition%5D&amp;rft.au=Sund%2C+Debra%3BOf+the+NEWS+Staff&amp;rft.aulast=Sund&amp;rft.aufirst=Debra&amp;rft.date=2001-01-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
"Kenneth Ricker, artist, musician, youth chess coach: [FINAL Edition]","Mr. Ricker's career in probation and parole began with his employment at the Cumberland County Juvenile Probation Department and continued into the state division of Probation and Parole. He retired in the 1970s as District 1 supervisor of the state division of Probation and Parole. Mr. Ricker had a lifelong passion for chess. A natural mentor who loved teaching others about the game, he coached a Cape Elizabeth chess club for school children into his 80s. ""I want them to hold onto it and use it during their lifetimes,"" he said during an interview in 1989. ""I like kids and I like chess. It's a happy marriage.""",277027970,Newspapers,"Tice, Lindsay",," Copyright Portland Newspapers Jan 30, 2001", OBITUARY," Jan 30, 2001",2689-5900, English, English, 7B," Portland, Me.","Jan 30, 2001",Portland Press Herald,2001,https://www.proquest.com/newspapers/kenneth-ricker-artist-musician-youth-chess-coach/docview/277027970/se-2?accountid=8505,,,, 7.B,," Ricker, Kenneth E",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=Kenneth+Ricker%2C+artist%2C+musician%2C+youth+chess+coach%3A+%5BFINAL+Edition%5D&amp;rft.au=Tice%2C+Lindsay&amp;rft.aulast=Tice&amp;rft.aufirst=Lindsay&amp;rft.date=2001-01-30&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7.B&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Violation of probation yields 60 days for felony murderer: [3 Edition],"[Floyd Firth Jr.] cooperated with prosecutors during the trials of co- defendants Earl A. Nash, 31, and Allen R. Teele, 31, who both are serving lengthy sentences at Maine State Prison in Thomaston. Nash and Teele are serving 20-year sentences. When Nash pleaded guilty, his sentencing included five other robberies. He had all but 17 years suspended from his term. Teele must serve 16 years in prison for felony murder, manslaughter and robbery.",414022243,Newspapers,"Robicheau, Leanne M;Of the NEWS Staff",, (Copyright 2001 Bangor Daily News), NEWSPAPER," Jan 10, 2001",0892-8738, English, English, 3," Bangor, Me.","Jan 10, 2001",Bangor Daily News,2001,https://www.proquest.com/newspapers/violation-probation-yields-60-days-felony/docview/414022243/se-2?accountid=8505,,,, 3,," Firth, Floyd Jr , Nash, Earl A , Teele, Allen R",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Violation+of+probation+yields+60+days+for+felony+murderer%3A+%5B3+Edition%5D&amp;rft.au=Robicheau%2C+Leanne+M%3BOf+the+NEWS+Staff&amp;rft.aulast=Robicheau&amp;rft.aufirst=Leanne&amp;rft.date=2001-01-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
District attorney gets larger office Ellsworth staff moves to new building: [3 Edition],"The offices for [Michael Povich] and his staff, which includes assistant district attorneys, victim-witness advocates and support staff, will be in the main portion of the building. In addition to the office space for the 11-person staff, the new space will provide enough space for a conference room and for much-needed storage, Povich said. Initially, the commissioners had considered leasing space in the ell of the building to the state for probation and parole officials. It does not appear that will happen now. Povich said the commissioners have considered that space as a possible site for a regional communications center. The move is going well, Povich said, thanks to the loan of a truck from Cubby Brown at Brown's Appliances. Povich expects to be settled by the end of this week.",414240137,Newspapers,"Hewitt, Rich;Of the NEWS Staff",, (Copyright 2000 Bangor Daily News), NEWSPAPER," Dec 27, 2000",0892-8738, English, English, 2," Bangor, Me.","Dec 27, 2000",Bangor Daily News,2000,https://www.proquest.com/newspapers/district-attorney-gets-larger-office-ellsworth/docview/414240137/se-2?accountid=8505,,,, 2,," Povich, Michael",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=District+attorney+gets+larger+office+Ellsworth+staff+moves+to+new+building%3A+%5B3+Edition%5D&amp;rft.au=Hewitt%2C+Rich%3BOf+the+NEWS+Staff&amp;rft.aulast=Hewitt&amp;rft.aufirst=Rich&amp;rft.date=2000-12-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Man linked to murder faces probation revocation hearing: [3 Edition],"It took nearly three years for police to find out that [Floyd Firth Jr.], [Earl A. Nash] and [Allen R. Teele] were responsible for Howard's death. The case had been considered an unattended, accidental death to that point. After the arrest of Dalton Malmstrom II, for an unrelated incident, Malmstrom told police that the trio had killed Howard, so he could lessen his own jail time. Nash had told him about the murder when the two shared a jail cell at one time. After serving his time, Firth was released on probation. But in April 1999, Firth violated his probation and was ordered to serve 7 days in jail for writing $1,571 in bad checks.",414049919,Newspapers,"Robicheau, Leanne M;Of the NEWS Staff",, (Copyright 2000 Bangor Daily News), NEWSPAPER," Dec 16, 2000",0892-8738, English, English, 3," Bangor, Me.","Dec 16, 2000",Bangor Daily News,2000,https://www.proquest.com/newspapers/man-linked-murder-faces-probation-revocation/docview/414049919/se-2?accountid=8505,,,, 3,," Firth, Floyd Jr , Nash, Earl A , Teele, Allen R",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Man+linked+to+murder+faces+probation+revocation+hearing%3A+%5B3+Edition%5D&amp;rft.au=Robicheau%2C+Leanne+M%3BOf+the+NEWS+Staff&amp;rft.aulast=Robicheau&amp;rft.aufirst=Leanne&amp;rft.date=2000-12-16&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
"St. Joseph's president reins in diversity group The Gay/Straight Alliance is on probation, facing a possible ban.: [CITY Edition]","The lectures sounded good to Professor Reg Hannaford -- one session on ""Writing Diversity"" and another on ""Acting Diversity."" The Gay/Straight Alliance at St. Joseph's College in Standish planned to co-sponsor the talks, and authors and actors had agreed to participate. The college president canceled the lectures, placed the alliance on probation and is considering kicking the year-old organization off- campus. Hannaford was so unhappy with President David House's decision to cancel the lectures, he held them at his home in Brunswick -- the second one was Monday night. Dan Neuville, who founded the Gay/Straight Alliance and is president of the college's Student Senate, acknowledged that the alliance has been disorganized and that its membership isn't huge, but he said the organization is important.",277017545,Newspapers,JOSHUA L. WEINSTEIN Staff Writer,," Copyright Portland Newspapers Nov 21, 2000", NEWSPAPER," Nov 21, 2000",2689-5900, English, English, 1A," Portland, Me.","Nov 21, 2000",Portland Press Herald,2000,https://www.proquest.com/newspapers/st-josephs-president-reins-diversity-group-gay/docview/277017545/se-2?accountid=8505,,,, 1.A,," Hannaford, Reg , House, David",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Portland+Press+Herald&amp;rft.atitle=St.+Joseph%27s+president+reins+in+diversity+group+The+Gay%2FStraight+Alliance+is+on+probation%2C+facing+a+possible+ban.%3A+%5BCITY+Edition%5D&amp;rft.au=JOSHUA+L.+WEINSTEIN+Staff+Writer&amp;rft.aulast=JOSHUA+L.+WEINSTEIN+Staff+Writer&amp;rft.aufirst=&amp;rft.date=2000-11-21&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1.A&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Portland+Press+Herald&amp;rft.issn=26895900&amp;rft_id=info:doi/,Global Newsstream
Accused rapist jailed on probation violation,"In 1991, [Dennis Sirois] was sentenced to 20 years in prison with all but 15 years suspended. His probation required that he refrain from all criminal conduct or face serving the suspended portion of his sentence.",414022579,Newspapers,,," Copyright Bangor Publishing Company Nov 9, 2000", NEWSPAPER," Nov 9, 2000",0892-8738, English, English, 1," Bangor, Me.","Nov 9, 2000",Bangor Daily News,2000,https://www.proquest.com/newspapers/accused-rapist-jailed-on-probation-violation/docview/414022579/se-2?accountid=8505,,,, 1,,,https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Accused+rapist+jailed+on+probation+violation&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2000-11-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
Abuser to spend 3 years in prison 12 years of probation to follow,"Honoring a plea agreement between the District Attorney's Office and [Lewis Sapienza]'s lawyer, Justice Donald Marden on Thursday sentenced him to 15 years in prison, suspended after three years. Marden also ordered Sapienza to undergo sex offender counseling and to have no unsupervised contact with children younger than 14. Before sentencing, Marden had ordered Sapienza to undergo a psychological evaluation.",414113466,Newspapers,Mike Laberge Of the NEWS Staff,," Copyright Bangor Publishing Company Sep 22, 2000", NEWSPAPER," Sep 22, 2000",0892-8738, English, English, 1," Bangor, Me.","Sep 22, 2000",Bangor Daily News,2000,https://www.proquest.com/newspapers/abuser-spend-3-years-prison-12-probation-follow/docview/414113466/se-2?accountid=8505,,,, 1,," Sapienza, Lewis , Marden, Donald",https://zv6dg7yl8g.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anortheastnews1&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=Bangor+Daily+News&amp;rft.atitle=Abuser+to+spend+3+years+in+prison+12+years+of+probation+to+follow&amp;rft.au=Mike+Laberge+Of+the+NEWS+Staff&amp;rft.aulast=Mike+Laberge+Of+the+NEWS+Staff&amp;rft.aufirst=&amp;rft.date=2000-09-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=Bangor+Daily+News&amp;rft.issn=08928738&amp;rft_id=info:doi/,Global Newsstream
